,audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
2455,6.7,Crime,43,132,27.15,L'élite de Brooklyn,55487,2009
2456,5.4,Adventure,32,102,49.44,Le monde (presque) perdu,55295,2009
2457,5.8,Comedy,54,86,23.99,Ronnie la Gaffe,54753,2009
2458,5.9,Drama,33,92,55.39,Le dernier rite,53758,2009
2459,7.1,Adventure,47,99,8.86,Everybody's Fine,53302,2009
2460,7.3,Drama,69,161,0.34,Enter the Void,52971,2009
2461,6.6,Adventure,45,90,0.69,Fanboys,52172,2009
2462,7.3,Drama,81,123,0.37,Fish Tank,52009,2009
2463,7.3,Biography,64,105,11.0,Victoria - Les jeunes années d'une reine,49954,2009
2464,5.5,Horror,51,101,51.55,Meurtres à la Saint-Valentin,48208,2009
2465,6.0,Adventure,61,93,0.02,"Le guerrier silencieux, Valhalla Rising",48034,2009
2466,6.4,Horror,29,90,7.71,The Collector,48009,2009
2467,7.1,Comedy,58,98,9.45,Away We Go,47868,2009
2468,7.5,Comedy,83,106,2.38,In the Loop,47601,2009
2469,5.7,Action,52,98,67.17,La montagne ensorcelée,47271,2009
2470,6.7,Biography,61,117,31.67,Le soliste,46196,2009
2471,4.8,Drama,30,88,42.67,Unborn,44602,2009
2472,6.1,Animation,39,91,42.09,Planète 51,44205,2009
2473,6.2,Comedy,69,125,40.57,Duplicity,43421,2009
2474,8.5,Documentary,84,92,0.86,The cove - La baie de la honte,43076,2009
2475,4.9,Horror,35,105,33.39,Halloween II,39996,2009
2476,6.2,Comedy,61,92,10.81,Extract,39764,2009
2477,6.5,Action,64,101,0.04,Banlieue 13: Ultimatum,39435,2009
2478,5.8,Drama,49,118,19.66,Nine,39285,2009
2479,6.2,Comedy,31,90,17.23,"Sea, sex and fun",39179,2009
2480,7.4,Action,65,84,0.23,Black Dynamite,38948,2009
2481,5.9,Action,43,109,13.84,L'assistant du vampire,38136,2009
2482,7.4,Documentary,61,127,14.36,Capitalism: A Love Story,37868,2009
2483,5.6,Adventure,36,92,35.92,La panthère rose 2,36295,2009
2484,5.1,Animation,41,88,119.44,Mission G,35918,2009
2485,6.5,Drama,55,96,1.47,La famille Jones,35387,2009
2486,7.6,Biography,81,98,0.45,The Damned United,35368,2009
2487,6.7,Biography,60,122,36.84,Notorious B.I.G.,35364,2009
2488,4.5,Animation,41,88,219.61,Alvin et les Chipmunks 2,35279,2009
2489,4.8,Comedy,17,99,33.86,All About Steve,35180,2009
2490,7.3,Documentary,67,111,72.09,This Is It,34820,2009
2491,4.3,Comedy,47,102,79.57,Hannah Montana - Le film,34497,2009
2492,7.2,Drama,73,133,0.3,"Thirst, ceci est mon sang",34483,2009
2493,5.9,Comedy,43,97,0.25,Toy boy,34425,2009
2494,6.7,Biography,65,105,6.11,Coco avant Chanel,34393,2009
2495,6.6,Comedy,60,105,0.72,Middle Men,34196,2009
2496,6.9,Comedy,69,99,0.22,World's Greatest Dad,33896,2009
2497,6.4,Horror,73,95,0.1,The House of the Devil,33809,2009
2498,7.2,Drama,76,127,5.01,Étreintes brisées,33726,2009
2499,6.8,Comedy,57,101,0.04,Defendor: héros ou zéro,33019,2009
2500,5.4,Comedy,19,88,49.49,Les 2 font la 'père',32915,2009
2501,5.9,Drama,36,104,0.11,After.Life,32884,2009
2502,8.1,Drama,87,119,0.11,À propos d'Elly,32656,2009
2503,7.8,Action,79,129,0.55,Mother,32518,2009
2504,4.8,Comedy,27,103,29.58,Où sont passés les Morgan?,31949,2009
2505,7.3,Comedy,76,99,0.27,Soul Kitchen,31578,2009
2506,7.2,Drama,56,99,2.28,Adam,31100,2009
2507,7.1,Drama,77,113,0.07,The Messenger,31097,2009
2508,7.2,Biography,67,98,1.45,Nowhere Boy,30873,2009
2509,5.3,Comedy,32,102,14.79,"I Love You, Beth Cooper",30113,2009
2510,5.6,Action,61,105,23.04,Fighting,29261,2009
2511,7.4,Comedy,66,104,6.67,City Island,28463,2009
2512,6.3,Animation,53,94,19.55,Astro Boy,28073,2009
2513,7.6,Adventure,77,96,2.53,Sin nombre,27854,2009
2514,5.7,Action,50,88,15.99,Blindés,27431,2009
2515,5.6,Drama,33,109,22.93,Love Happens,27234,2009
2516,7.2,Action,62,105,1.26,Micmacs à tire-larigot,26246,2009
2517,6.7,Biography,55,120,7.44,Hôtel Woodstock,26018,2009
2518,7.7,Animation,81,71,0.69,Brendan et le secret de Kells,25801,2009
2519,5.6,Crime,33,101,29.06,Le beau-père,25566,2009
2520,5.1,Horror,24,101,11.96,Soeurs de sang,25526,2009
2521,6.5,Comedy,58,105,0.07,Escrocs en herbe,24974,2009
2522,4.9,Drama,25,108,68.26,Obsessed,24834,2009
2523,5.6,Action,38,108,12.23,12 Rounds,24467,2009
2524,7.0,Biography,81,119,4.44,Bright Star,22796,2009
2525,6.8,Crime,65,100,0.17,La disparition d'Alice Creed,22315,2009
2526,7.5,Drama,77,96,0.0,J'ai tué ma mère,21950,2009
2527,3.7,Action,17,96,8.74,Street Fighter - La légende de Chun-Li,20718,2009
2528,6.8,Crime,38,113,0.45,Droit de passage,20708,2009
2529,5.7,Adventure,57,92,0.0,The Hole,20492,2009
2530,7.1,Drama,77,103,9.18,Le grand jour,20122,2009
2531,7.6,Animation,63,114,0.08,Summer Wars,19778,2009
2532,8.6,Documentary,47,120,0.0,Home,19628,2009
2533,5.0,Comedy,7,90,4.54,Miss March,19258,2009
2534,5.6,Comedy,29,97,16.73,New in Town,18962,2009
2535,4.9,Comedy,43,90,0.1,Survival of the Dead,18516,2009
2536,5.8,Comedy,39,89,15.1,"The Goods: Live Hard, Sell Hard",18445,2009
2537,5.4,Animation,42,86,25.2,Les Zintrus,18139,2009
2538,6.8,Drama,65,111,0.55,Ondine,18065,2009
2539,5.4,Comedy,51,100,73.03,Palace pour chiens,18015,2009
2540,5.8,Action,26,105,0.5,Conspiration,17642,2009
2541,6.3,Crime,41,116,0.43,The Limits of Control,17151,2009
2542,6.7,Comedy,40,104,0.19,Le psy d'Hollywood,17145,2009
2543,2.1,Documentary,45,76,19.16,Jonas Brothers - Le concert événement 3-D,17139,2009
2544,6.7,Drama,54,104,0.02,Cracks,16913,2009
2545,6.4,Drama,37,102,0.02,Un hiver à Central Park,16619,2009
2546,6.6,Comedy,37,110,0.02,Paper Man,16533,2009
2547,5.9,Comedy,34,95,8.66,Vacances à la grecque,16265,2009
2548,7.0,Biography,76,112,6.62,"Tolstoï, le dernier automne",16172,2009
2549,7.6,Comedy,60,119,0.66,Le concert,15843,2009
2550,7.0,Drama,79,120,5.01,Amore,15832,2009
2551,5.0,Comedy,39,107,22.46,Fame,14800,2009
2552,5.5,Drama,66,77,0.7,Girlfriend Experience,14548,2009
2553,6.4,Comedy,69,90,4.36,Solitary Man,14242,2009
2554,7.2,Comedy,66,116,0.06,Looking for Eric,13988,2009
2555,5.3,Action,28,91,0.26,Blood: The Last Vampire,13611,2009
2556,6.4,Comedy,66,111,5.21,College Rock Stars,12651,2009
2557,4.5,Action,19,109,0.02,Bitch Slap,12546,2009
2558,5.3,Comedy,35,88,6.37,Post Grad,12430,2009
2559,6.7,Biography,51,108,0.34,Création,12375,2009
2560,6.4,Comedy,49,98,0.0,Les vies privées de Pippa Lee,11698,2009
2561,6.5,Comedy,40,90,0.04,The Slammin' Salmon,11416,2009
2562,5.6,Comedy,54,107,16.09,Dans ses rêves,11397,2009
2563,5.9,Crime,35,106,0.03,Présumé coupable,11262,2009
2564,6.7,Drama,62,89,0.01,Five Minutes of Heaven,11235,2009
2565,6.9,Drama,65,127,0.52,Tetro,11128,2009
2566,5.8,Adventure,37,111,14.24,Amelia,10700,2009
2567,6.9,Action,58,101,0.09,OSS 117: Rio ne répond plus,10647,2009
2568,3.5,Action,40,83,25.62,Dance Movie,10594,2009
2569,7.2,Drama,64,125,1.11,Mother and Child,10401,2009
2570,4.3,Comedy,50,103,90.49,Madea Goes to Jail,10223,2009
2571,7.4,Biography,54,120,0.04,Fleur du désert,10112,2009
2572,6.9,Drama,85,93,0.37,Lebanon,10019,2009
2573,6.3,Comedy,57,117,0.0,The Revenants,9861,2009
2574,7.1,Action,63,119,0.0,Shinjuku Incident: Guerre de gangs à Tokyo,9851,2009
2575,6.2,Adventure,28,89,0.11,Gentlemen Broncos,9764,2009
2576,6.2,Comedy,63,100,2.71,Chéri,9449,2009
2577,7.2,Comedy,30,133,0.2,Paa,9417,2009
2578,6.9,Drama,57,104,0.81,Mes garçons sont de retour,9285,2009
2579,6.0,Drama,58,114,0.0,Heartless,9242,2009
2580,7.7,Drama,85,133,0.12,City of Life and Death,8998,2009
2581,6.8,Crime,35,153,0.98,New York,8967,2009
2582,6.5,Comedy,69,101,0.9,Âmes en stock,8915,2009
2583,6.9,Drama,51,125,0.01,Love away,8877,2009
2584,4.2,Comedy,55,113,51.73,I Can Do Bad All by Myself,8710,2009
2585,5.8,Action,46,84,10.02,Next Day Air,8619,2009
2586,5.9,Comedy,47,90,0.1,Le Fiancé Idéal,8359,2009
2587,6.7,Comedy,70,88,0.23,Big Fan,8335,2009
2588,8.8,Action,74,148,292.58,Inception,1654587,2010
2589,8.1,Mystery,63,138,128.01,Shutter Island,899270,2010
2590,8.3,Animation,92,103,415.0,Toy Story 3,612525,2010
2591,8.0,Drama,79,108,106.95,Black Swan,601438,2010
2592,7.0,Action,57,124,312.43,Iron Man 2,579760,2010
2593,8.0,Biography,88,118,138.8,Le discours d'un roi,551149,2010
2594,8.1,Animation,74,98,217.58,Dragons,546618,2010
2595,7.7,Biography,95,120,96.96,The Social Network,528696,2010
2596,7.7,Action,66,117,48.07,Kick-Ass,470179,2010
2597,7.7,Animation,72,95,251.51,"Moi, moche et méchant",427466,2010
2598,7.7,Adventure,65,146,295.98,Harry Potter et les reliques de la mort: 1ère partie,375231,2010
2599,6.5,Adventure,53,108,334.19,Alice au pays des merveilles,335019,2010
2600,7.8,Animation,71,100,200.82,Raiponce,330438,2010
2601,7.5,Action,69,112,31.49,Scott Pilgrim,306397,2010
2602,7.1,Comedy,72,92,58.4,Easy Girl,305458,2010
2603,7.6,Adventure,82,94,18.34,127 heures,302999,2010
2604,7.6,Crime,74,125,92.19,The Town,302557,2010
2605,7.8,Biography,79,116,93.62,Fighter,297842,2010
2606,6.5,Action,45,103,103.07,Expendables: Unité spéciale,291180,2010
2607,6.6,Comedy,51,95,100.54,Date limite,288992,2010
2608,6.8,Action,49,125,172.06,Tron: L'héritage,280565,2010
2609,7.6,Adventure,80,110,171.24,True Grit,262742,2010
2610,6.4,Action,65,100,118.31,Salt,262394,2010
2611,7.1,Action,60,111,90.38,Red,256722,2010
2612,6.9,Action,53,118,94.84,Le livre d'Eli,249514,2010
2613,5.8,Action,39,106,163.21,Le choc des Titans,243708,2010
2614,6.6,Action,50,116,90.76,Prince of Persia: Les sables du temps,239791,2010
2615,6.8,Horror,52,103,54.01,Insidious,229881,2010
2616,6.7,Action,53,140,105.27,Robin des Bois,226650,2010
2617,6.8,Action,47,117,77.22,L'agence tous risques,224252,2010
2618,6.7,Action,64,107,119.22,Very Bad Cops,206243,2010
2619,4.9,Adventure,58,124,300.53,Twilight: chapitre 3 - Hésitation,197554,2010
2620,6.0,Comedy,30,102,162.0,Copains pour toujours,196398,2010
2621,6.0,Action,37,103,67.63,The Tourist,192642,2010
2622,7.3,Animation,63,95,148.42,Megamind,190516,2010
2623,6.4,Action,51,107,52.0,Predators,184490,2010
2624,6.6,Action,60,105,26.59,Machete,174605,2010
2625,6.8,Action,69,98,81.56,Unstoppable,162128,2010
2626,6.3,Action,46,109,76.42,Night and Day,159208,2010
2627,7.4,Drama,81,112,9.74,Blue Valentine,156990,2010
2628,7.4,Crime,52,133,21.15,Les trois prochains jours,156897,2010
2629,6.7,Comedy,55,112,32.37,"Love, et autres drogues",156403,2010
2630,6.4,Adventure,65,109,60.97,American Trip,154928,2010
2631,5.9,Adventure,47,118,88.76,Percy Jackson: Le voleur de foudre,153815,2010
2632,6.3,Animation,58,93,238.37,"Shrek 4, il était une fin",152488,2010
2633,6.4,Comedy,63,101,50.29,La machine à démonter le temps,146690,2010
2634,5.9,Action,37,96,60.13,Resident Evil: Afterlife,145035,2010
2635,7.6,Comedy,65,89,0.22,Tucker & Dale fightent le mal,142700,2010
2636,7.2,Drama,77,128,15.54,The Ghost Writer,141364,2010
2637,6.3,Comedy,56,88,98.71,Crazy Night,136686,2010
2638,6.1,Action,46,109,63.15,L'apprenti sorcier,134882,2010
2639,6.2,Action,61,140,176.59,Karaté Kid,133772,2010
2640,7.0,Drama,65,95,1.03,Buried,129667,2010
2641,4.2,Action,20,103,131.56,Le dernier maître de l'air,128636,2010
2642,7.2,Drama,40,113,19.07,Remember Me,122565,2010
2643,7.2,Drama,69,103,2.43,Never Let Me Go,120982,2010
2644,7.2,Drama,90,100,6.53,Winter's Bone,119560,2010
2645,6.3,Adventure,53,113,104.39,Le monde de Narnia: L'odyssée du passeur d'aurore,117853,2010
2646,6.3,Drama,43,108,80.01,Cher John,117423,2010
2647,6.8,Action,63,115,35.05,Green Zone,117059,2010
2648,7.1,Comedy,63,101,6.35,Une drôle d'histoire,117032,2010
2649,7.1,Comedy,86,106,20.81,Tout va bien! The Kids Are All Right,116283,2010
2650,6.2,Horror,44,80,33.58,Devil,113862,2010
2651,6.4,Comedy,46,104,31.58,Trop belle!,108494,2010
2652,6.6,Comedy,39,114,53.37,Bébé mode d'emploi,105000,2010
2653,5.5,Action,22,110,67.06,Le chasseur de primes,104909,2010
2654,6.5,Action,42,92,23.98,From Paris with Love,102862,2010
2655,8.2,Drama,80,131,6.86,Incendies,101525,2010
2656,5.7,Comedy,34,125,110.49,Valentine's Day,101248,2010
2657,7.2,Drama,79,116,12.13,Laisse-moi entrer,100155,2010
2658,6.5,Horror,55,101,39.12,The Crazies,99144,2010
2659,7.3,Adventure,66,133,2.7,Les chemins de la liberté,95467,2010
2660,5.8,Drama,43,103,61.98,Wolfman,93782,2010
2661,5.5,Comedy,27,98,148.38,Mon beau-père et nous,92621,2010
2662,6.3,Action,32,111,13.79,Repo Men,92133,2010
2663,6.2,Drama,59,133,52.47,Wall Street: l'argent ne dort jamais,89272,2010
2664,5.7,Horror,53,91,84.75,Paranormal Activity 2,88128,2010
2665,5.2,Action,32,100,40.17,Légion - L'Armée des anges,86439,2010
2666,6.5,Action,44,98,23.24,Faster,86122,2010
2667,5.9,Comedy,56,114,73.03,The Dinner,85322,2010
2668,6.1,Comedy,52,101,27.76,Une famille très moderne,84801,2010
2669,6.5,Drama,56,129,32.75,Au-delà,83845,2010
2670,6.3,Crime,61,105,35.61,The American,83620,2010
2671,7.8,Action,67,142,0.13,J'ai rencontré le diable,83220,2010
2672,8.0,Drama,50,165,4.02,My Name Is Khan,82449,2010
2673,6.4,Drama,63,94,0.24,Monsters,80997,2010
2674,5.2,Crime,35,95,63.08,Freddy - Les griffes de la nuit,80787,2010
2675,6.6,Adventure,50,105,53.03,Lettres à Juliette,80693,2010
2676,6.6,Crime,55,117,43.31,Hors de contrôle,80502,2010
2677,7.6,Action,67,108,0.21,"Ip Man 2, le retour du grand maître",79935,2010
2678,4.4,Action,26,97,21.37,Skyline,79694,2010
2679,7.2,Comedy,81,105,5.79,Beginners,79647,2010
2680,6.4,Action,44,97,23.58,The Losers,79084,2010
2681,6.5,Comedy,33,100,25.92,Donne-moi ta main,78739,2010
2682,5.6,Action,31,107,44.88,Top Cops,78545,2010
2683,5.4,Action,21,100,47.06,Kiss & Kill,77550,2010
2684,5.5,Comedy,53,88,25.0,Piranha 3D,77192,2010
2685,5.6,Horror,24,90,45.71,Saw 3D - Chapitre final,76284,2010
2686,7.5,Drama,58,148,5.1,Biutiful,75352,2010
2687,7.3,Comedy,76,97,0.47,Submarine,74160,2010
2688,8.1,Action,71,115,0.1,Troupe d'élite - L'ennemi intérieur,71327,2010
2689,5.7,Drama,50,133,80.57,"Mange, prie, aime",70763,2010
2690,7.0,Animation,53,97,55.68,Le royaume de Ga'Hoole - La légende des gardiens,70288,2010
2691,6.4,Action,62,97,0.12,Centurion,69908,2010
2692,7.7,Comedy,45,90,1.75,Flipped,68434,2010
2693,5.9,Drama,33,107,62.95,La dernière chanson,67090,2010
2694,6.8,Comedy,50,96,0.32,Super,66332,2010
2695,6.4,Drama,47,119,39.44,Burlesque,66264,2010
2696,4.4,Comedy,27,146,95.35,Sex and the City 2,64370,2010
2697,6.5,Comedy,57,107,31.01,Morning Glory,63098,2010
2698,6.3,Horror,27,108,0.09,I Spit on Your Grave,62627,2010
2699,7.3,Comedy,68,97,0.3,We Are Four Lions,61956,2010
2700,8.3,Documentary,88,105,4.31,Inside Job,61635,2010
2701,7.6,Animation,80,94,19.2,Arrietty: Le petit monde des chapardeurs,60786,2010
2702,7.0,Drama,61,103,0.25,Troll Hunter,59501,2010
2703,6.9,Drama,65,113,31.18,L'affaire Rachel Singer,58471,2010
2704,6.2,Thriller,43,93,0.24,Frozen,57988,2010
2705,4.9,Adventure,33,85,42.78,Les voyages de Gulliver,56831,2010
2706,8.0,Documentary,85,87,3.29,Faites le mur,55469,2010
2707,7.6,Action,84,141,0.8,13 assassins,54845,2010
2708,5.6,Comedy,25,91,32.67,C'était à Rome,54324,2010
2709,6.3,Comedy,51,102,17.8,Trop loin pour toi,52799,2010
2710,6.5,Drama,37,99,31.16,Le secret de Charlie,51330,2010
2711,7.0,Documentary,56,95,117.22,Jackass 3D,50676,2010
2712,6.2,Drama,45,107,42.4,Sexy Dance 3 The Battle,50596,2010
2713,6.2,Action,45,107,57.74,Takers,50214,2010
2714,8.6,Documentary,79,106,1.61,Senna,50151,2010
2715,4.7,Action,33,81,10.54,Jonah Hex,48953,2010
2716,7.3,Crime,83,113,1.04,Animal Kingdom,48935,2010
2717,7.1,Comedy,45,106,0.38,Hesher,46485,2010
2718,6.3,Crime,57,101,0.58,Love & Secrets,45826,2010
2719,5.8,Comedy,28,105,25.7,Encore toi!,43932,2010
2720,5.6,Drama,63,87,41.03,Le dernier exorcisme,43911,2010
2721,6.4,Comedy,65,97,2.71,Everything Must Go,43668,2010
2722,5.3,Comedy,34,104,37.49,Le plan B,43588,2010
2723,7.0,Drama,76,91,2.23,Rabbit Hole,43310,2010
2724,5.6,Fantasy,56,99,24.04,Don't Be Afraid of the Dark,42825,2010
2725,6.2,Crime,52,103,0.01,London Boulevard,42820,2010
2726,6.6,Drama,50,93,0.1,Last Night,42474,2010
2727,6.6,Biography,65,106,3.57,Les Runaways,41945,2010
2728,3.5,Comedy,18,82,36.66,Mords-moi sans hésitation,41437,2010
2729,6.8,Biography,69,108,9.53,Fair Game,41219,2010
2730,6.3,Comedy,51,98,3.25,Vous allez rencontrer un bel et sombre inconnu,39453,2010
2731,5.7,Comedy,51,92,42.74,Panique aux funérailles,38994,2010
2732,6.8,Drama,69,104,4.44,The Company Men,38975,2010
2733,6.4,Action,71,102,0.02,Black Death,38790,2010
2734,6.3,Comedy,67,97,1.77,Somewhere,38393,2010
2735,5.5,Action,43,90,8.46,MacGruber,37987,2010
2736,5.4,Comedy,46,121,30.21,Comment savoir,37953,2010
2737,7.2,Biography,61,107,6.78,Conviction,37492,2010
2738,7.1,Documentary,65,87,3.23,Catfish,37258,2010
2739,6.5,Drama,66,98,0.02,Stake Land,37112,2010
2740,6.9,Crime,60,106,0.12,Trust,37097,2010
2741,5.4,Drama,58,105,1.8,Stone,36642,2010
2742,6.1,Drama,29,91,0.0,13,36639,2010
2743,5.6,Horror,38,89,0.0,The Ward - L'hôpital de la terreur,36228,2010
2744,6.2,Comedy,56,94,64.0,Le journal d'un dégonflé,35666,2010
2745,7.7,Drama,65,119,1.01,Revenge,34840,2010
2746,5.0,Comedy,36,101,60.02,Fée malgré lui,33820,2010
2747,5.4,Action,27,94,24.27,Kung Fu Nanny,33475,2010
2748,6.1,Comedy,76,107,4.22,Greenberg,32124,2010
2749,6.9,Action,41,98,0.12,Petits meurtres à l'anglaise,32115,2010
2750,6.3,Comedy,74,91,7.46,Cyrus,31482,2010
2751,6.1,Crime,53,109,0.21,The Killer Inside Me,30266,2010
2752,7.5,Animation,82,80,2.23,L'illusionniste,30238,2010
2753,5.8,Comedy,59,82,0.1,Rubber,28799,2010
2754,6.2,Action,54,103,0.0,"Demain, quand la guerre a commencé",28237,2010
2755,6.1,Horror,28,112,0.0,Le silence des ombres,27620,2010
2756,6.8,Comedy,45,100,0.22,Happythankyoumoreplease,27500,2010
2757,7.2,Action,59,112,1.12,Seule contre tous,27441,2010
2758,7.4,Adventure,64,123,4.43,The Way - La route ensemble,25512,2010
2759,6.9,Crime,55,122,11.54,La conspiration,25230,2010
2760,7.3,Comedy,80,129,3.21,Another Year,25044,2010
2761,6.3,Action,45,100,5.66,La voie du guerrier,23306,2010
2762,4.9,Horror,50,92,0.02,L'empire des ombres,22977,2010
2763,6.8,Comedy,59,105,0.5,L'arnacoeur,22682,2010
2764,7.2,Biography,61,123,59.71,Secretariat,22491,2010
2765,7.3,Comedy,67,134,7.5,Le monde de Barney,22159,2010
2766,6.8,Comedy,48,93,0.05,The Perfect Host,22099,2010
2767,6.7,Adventure,71,84,0.26,Père Noël Origines,22088,2010
2768,6.1,Comedy,52,109,29.2,Nanny McPhee et le Big Bang,22082,2010
2769,7.2,Drama,70,101,0.06,Les amours imaginaires,21852,2010
2770,7.0,Drama,50,110,0.15,Welcome to the Rileys,21284,2010
2771,7.1,Comedy,50,154,0.21,Les petits mouchoirs,20391,2010
2772,6.0,Comedy,26,95,0.03,Waiting for Forever,18723,2010
2773,7.6,Documentary,85,93,1.33,"Restrepo, être soldats en Afghanistan",18627,2010
2774,6.2,Comedy,64,107,0.56,Tamara Drewe,18294,2010
2775,4.6,Animation,35,80,100.25,Yogi l'ours,17706,2010
2776,6.2,Action,28,124,0.0,Bunraku,17576,2010
2777,4.8,Horror,25,107,14.64,My Soul to Take,17466,2010
2778,6.2,Comedy,46,91,0.0,Cadavres à la pelle,17383,2010
2779,6.2,Comedy,48,108,0.41,I'm Still Here,17261,2010
2780,6.0,Comedy,49,108,0.1,Braquage à New York,16661,2010
2781,7.3,Drama,82,106,1.34,Copie conforme,16529,2010
2782,6.3,Drama,45,117,20.22,Country Strong,15553,2010
2783,6.2,Biography,51,108,1.04,Casino Jack,15540,2010
2784,6.5,Drama,45,106,11.85,Mesures exceptionnelles,15081,2010
2785,6.6,Adventure,56,103,26.16,Ramona et Beezus,14947,2010
2786,6.7,Action,75,124,0.19,Easy Money,14690,2010
2787,7.5,Drama,59,111,7.69,Elle s'appelait Sarah,14112,2010
2788,7.4,Action,70,157,0.0,The Murderer,14066,2010
2789,6.3,Horror,34,112,0.0,Mother's Day,14054,2010
2790,5.3,Adventure,61,91,0.0,Lost Identity,13733,2010
2791,5.1,Action,31,107,1.18,Dylan Dog,13637,2010
2792,3.8,Comedy,23,92,17.6,La forêt contre-attaque,13367,2010
2793,7.2,Drama,86,122,3.95,Des hommes et des dieux,13313,2010
2794,7.4,Documentary,86,90,5.23,La grotte des rêves perdus,12917,2010
2795,6.2,Comedy,72,98,0.39,Tiny Furniture,12844,2010
2796,7.5,Comedy,70,87,0.26,Boy,12646,2010
2797,4.2,Comedy,30,87,33.64,Marmaduke,12254,2010
2798,6.8,Action,75,84,0.71,À bout portant,12175,2010
2799,7.2,Biography,65,113,1.09,We Want Sex Equality,12021,2010
2800,5.3,Animation,36,90,25.08,Alpha et Omega,11725,2010
2801,6.8,Biography,63,84,0.62,Howl,11514,2010
2802,6.4,Drama,48,111,0.0,Womb,11460,2010
2803,6.4,Drama,57,98,0.0,Daydream Nation,11340,2010
2804,5.0,Action,38,99,0.01,Ong-bak 3 - L'ultime combat,11330,2010
2805,4.3,Action,30,82,43.59,Comme chiens et chats: La revanche de Kitty Galore,11295,2010
2806,7.7,Biography,94,334,0.15,Carlos,11266,2010
2807,6.6,Comedy,70,107,0.04,Balada Triste,11255,2010
2808,5.9,Comedy,51,100,21.52,Love & Game,11243,2010
2809,5.7,Comedy,64,86,0.12,Kaboom,11194,2010
2810,5.7,Action,22,93,0.18,Twelve,11190,2010
2811,7.5,Drama,69,103,0.56,Même la pluie,10853,2010
2812,6.1,Action,62,123,1.6,Kites,10641,2010
2813,5.1,Comedy,43,95,0.1,Les meilleurs amis,10617,2010
2814,7.1,Drama,55,100,0.58,Dhobi Ghat,10556,2010
2815,6.6,Comedy,87,114,0.18,Oncle Boonmee (celui qui se souvient de ses vies antérieures),10501,2010
2816,6.6,Comedy,78,87,4.03,La beauté du geste,10285,2010
2817,5.5,Comedy,49,85,0.06,Butcher II,10248,2010
2818,6.8,Action,67,109,0.0,Outrage,10085,2010
2819,7.5,Documentary,81,111,6.41,Waiting for 'Superman',10027,2010
2820,7.5,Comedy,69,95,0.75,Peepli (Live),9905,2010
2821,6.4,Drama,58,133,0.01,La ballade de l'impossible,9598,2010
2822,6.5,Comedy,37,90,0.05,Dirty Girl,9503,2010
2823,7.0,Drama,57,91,0.0,Dog Pound,9475,2010
2824,6.6,Drama,85,104,0.98,La dernière piste,9409,2010
2825,6.9,Comedy,69,80,0.0,Les émotifs anonymes,9292,2010
2826,7.0,Animation,63,70,0.31,Une vie de chat,9160,2010
2827,6.4,Comedy,68,103,1.62,Potiche,8997,2010
2828,7.0,Biography,48,106,0.0,The Bang Bang Club,8990,2010
2829,6.6,Action,75,123,0.46,Détective Dee: Le mystère de la flamme fantôme,8948,2010
2830,7.2,Comedy,62,93,0.07,Klovn: The Movie,8821,2010
2831,6.3,Action,49,106,0.05,Legend of the Fist,8704,2010
2832,7.1,Crime,66,146,0.0,Tsumetai nettaigyo,8609,2010
2833,4.9,Comedy,50,99,24.71,Lottery Ticket,8551,2010
2834,7.6,Documentary,72,105,0.01,"Armadillo, dans le piège afghan",8546,2010
2835,6.9,Biography,58,135,0.23,Gainsbourg (Vie héroïque),8540,2010
2836,7.1,Comedy,52,104,0.72,Les femmes du 6e étage,8517,2010
2837,6.4,Drama,36,105,0.04,Shanghai,8238,2010
2838,4.5,Comedy,43,121,60.1,Pourquoi je me suis marié aussi?,8151,2010
2839,8.1,Adventure,87,130,381.01,Harry Potter et les reliques de la mort: 2ème partie,619174,2011
2840,7.0,Action,57,115,181.03,Thor,597777,2011
2841,8.6,Biography,57,112,13.18,Intouchables,591422,2011
2842,6.9,Action,66,124,176.65,Captain America: First Avenger,573007,2011
2843,7.8,Action,65,131,146.41,X-Men: Le commencement,567166,2011
2844,7.8,Crime,78,100,35.06,Drive,480567,2011
2845,7.4,Mystery,59,105,79.25,Limitless,459636,2011
2846,7.6,Action,68,105,176.76,La planète des singes: Les origines,446188,2011
2847,7.5,Mystery,74,93,54.71,Source Code,420371,2011
2848,6.6,Action,45,136,241.07,Pirates des Caraïbes: La fontaine de jouvence,414594,2011
2849,7.4,Comedy,68,118,84.35,"Crazy, Stupid, Love.",409259,2011
2850,6.5,Comedy,44,102,254.46,Very Bad Trip 2,405956,2011
2851,7.4,Action,73,132,209.4,Mission: Impossible - Protocole fantôme,392122,2011
2852,6.9,Comedy,57,98,117.54,Comment tuer son boss?,378264,2011
2853,8.2,Drama,71,140,13.66,Warrior,370074,2011
2854,7.5,Action,48,129,186.85,Sherlock Holmes: Jeu d'ombres,369132,2011
2855,7.8,Crime,71,158,102.52,Millénium: Les hommes qui n'aimaient pas les femmes,360874,2011
2856,8.1,Drama,62,146,169.71,La couleur des sentiments,356126,2011
2857,6.3,Action,42,154,352.39,Transformers 3: La face cachée de la lune,348377,2011
2858,7.7,Comedy,81,94,56.82,Minuit à Paris,332054,2011
2859,6.7,Action,53,109,37.52,Time Out,327593,2011
2860,7.3,Action,66,130,209.84,Fast & Furious 5,310227,2011
2861,7.0,Mystery,72,112,127.0,Super 8,306033,2011
