,audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
4035,4.7,Mystery,30,91,35.39,Un voisin trop parfait,31596,2015
4036,6.5,Comedy,64,101,0.81,Jamais entre amis,30832,2015
4037,8.1,Documentary,80,119,0.0,Going Clear Scientology: La vérité révélée au grand jour,30449,2015
4038,6.2,Crime,45,111,20.18,Aux yeux de tous,30362,2015
4039,6.0,Comedy,31,85,0.0,Absolutely Anything,29583,2015
4040,6.9,Biography,67,106,4.69,Les suffragettes,29021,2015
4041,5.7,Drama,65,119,0.34,High-Rise,29015,2015
4042,5.7,Crime,32,106,0.05,Régression,28767,2015
4043,7.4,Animation,81,85,19.38,"Shaun le mouton, le film",28719,2015
4044,6.9,Biography,55,127,12.19,The 33,28616,2015
4045,6.2,Drama,46,96,3.59,We Are Your Friends,28348,2015
4046,7.4,Biography,60,129,44.47,"McFarland, USA",28304,2015
4047,7.7,Comedy,70,116,3.36,Mr. Ove,28085,2015
4048,4.4,Action,13,94,71.04,Paul Blart: Mall Cop 2,27677,2015
4049,6.0,Drama,51,135,0.0,Love,27169,2015
4050,5.4,Comedy,32,91,10.21,Jet Lag,26332,2015
4051,6.6,Comedy,51,122,33.08,Indian Palace: Suite royale,26320,2015
4052,7.6,Drama,83,97,0.85,Mustang,26081,2015
4053,6.6,Comedy,59,88,0.0,Scream Girl,25830,2015
4054,5.6,Action,28,96,0.0,Survivor,25497,2015
4055,7.0,Comedy,58,106,5.35,Danny Collins,25073,2015
4056,6.9,Biography,67,122,0.64,The Stanford Prison Experiment,24982,2015
4057,6.3,Crime,66,88,0.13,Cop Car,24618,2015
4058,7.1,Drama,94,91,4.25,45 ans,24306,2015
4059,7.6,Documentary,83,145,0.0,Cobain: Montage of Heck,23901,2015
4060,6.9,Drama,87,102,1.48,The Diary of a Teenage Girl,23799,2015
4061,7.3,Biography,82,106,2.99,The End of the Tour,22695,2015
4062,6.8,Adventure,47,111,42.65,Max,22499,2015
4063,6.0,Drama,68,98,0.12,Les Survivants,22373,2015
4064,7.1,Comedy,70,114,0.09,Le tout nouveau testament,21791,2015
4065,6.1,Action,37,93,0.0,Bus 657,21535,2015
4066,6.7,Action,68,105,0.18,The Wave,21328,2015
4067,6.7,Action,60,93,0.05,Turbo Kid,20841,2015
4068,6.7,Comedy,75,84,2.46,Mistress America,19895,2015
4069,4.6,Horror,30,88,18.3,Paranormal Activity: Ghost Dimension,19800,2015
4070,6.0,Drama,43,101,0.03,Equals,19547,2015
4071,7.8,Drama,75,100,0.44,Les oubliés,19534,2015
4072,7.4,Drama,30,106,6.42,Little Boy,19518,2015
4073,6.4,Drama,72,134,0.08,Tale of Tales,19371,2015
4074,5.7,Drama,53,118,0.56,Knight of Cups,19359,2015
4075,6.3,Adventure,51,104,29.47,Randonneurs amateurs,19146,2015
4076,6.0,Comedy,54,101,26.82,Ricki and the Flash,18772,2015
4077,6.7,Biography,70,104,10.02,The Lady in the Van,18726,2015
4078,7.6,Documentary,64,120,3.82,Where to Invade Next,17999,2015
4079,7.1,Drama,31,116,0.0,Fathers & Daughters,17869,2015
4080,6.4,Drama,74,125,1.98,A Bigger Splash,17694,2015
4081,7.1,Comedy,85,88,0.7,Tangerine,17519,2015
4082,6.1,Comedy,53,107,7.0,Que le meilleur gagne,16648,2015
4083,6.2,Action,47,104,0.0,MI-5 Infiltration,16476,2015
4084,4.2,Horror,30,81,22.76,Gallows,16259,2015
4085,5.9,Action,49,98,1.51,Jane Got a Gun,16236,2015
4086,5.6,Action,45,94,0.0,Tracers,15709,2015
4087,6.1,Action,33,95,0.0,Kidnapping Mr. Heineken,15628,2015
4088,6.8,Biography,66,125,2.54,Truth: Le prix de la vérité,14993,2015
4089,7.4,Drama,52,94,0.64,Remember,14956,2015
4090,7.4,Documentary,76,100,0.7,Cartel Land,14944,2015
4091,6.8,Comedy,60,106,0.0,A Perfect Day: un jour comme un autre,14748,2015
4092,6.7,Comedy,63,90,14.44,"Hello, My Name Is Doris",14635,2015
4093,5.7,Comedy,31,107,26.28,Noël chez les Cooper,14610,2015
4094,6.1,Action,41,127,0.07,Dragon Blade,14564,2015
4095,5.4,Action,44,96,0.0,Secret Agency,14443,2015
4096,5.0,Horror,38,91,1.71,Les Dossiers Secrets du Vatican,14277,2015
4097,7.9,Adventure,82,125,1.33,L'étreinte du serpent,14184,2015
4098,5.7,Horror,65,84,0.0,We Are Still Here,13877,2015
4099,6.6,Biography,81,98,0.16,Experimenter,13708,2015
4100,6.3,Comedy,77,108,0.13,Under Pressure,13569,2015
4101,5.2,Drama,44,122,0.53,Vue sur mer,13472,2015
4102,5.8,Drama,46,112,0.0,Extinction,13390,2015
4103,4.2,Action,17,96,0.0,Vice,13338,2015
4104,6.1,Comedy,65,79,1.1,The Overnight,13166,2015
4105,6.8,Comedy,59,112,1.16,Miss You Already,13142,2015
4106,6.4,Comedy,72,99,0.0,He Never Died,12599,2015
4107,6.3,Action,80,105,0.61,The Assassin,12538,2015
4108,6.5,Biography,53,99,0.0,The Program,12466,2015
4109,5.1,Animation,33,92,85.89,Alvin et les Chipmunks: À fond la caisse,12413,2015
4110,5.9,Drama,59,101,0.01,Into the Forest,12339,2015
4111,6.7,Comedy,77,79,6.98,Grandma,12313,2015
4112,6.3,Comedy,65,86,0.0,Deathgasm,12190,2015
4113,5.2,Drama,23,94,0.0,Pay the Ghost,12152,2015
4114,6.4,Comedy,46,100,0.0,Ashby,12080,2015
4115,7.7,Animation,65,119,0.45,Le garçon et la bête,11924,2015
4116,5.7,Horror,65,97,0.01,Le sanctuaire,11883,2015
4117,8.4,Animation,54,105,0.0,Bilal: A New Breed of Hero,11848,2015
4118,5.9,Fantasy,58,89,0.01,Southbound,11821,2015
4119,5.4,Comedy,22,98,0.0,Dangerous Housewife,11805,2015
4120,7.5,Documentary,50,90,0.0,Soaked in Bleach,11779,2015
4121,6.2,Comedy,76,98,3.35,Maggie a un plan,11418,2015
4122,6.3,Drama,80,104,0.0,The Survivalist,11330,2015
4123,5.5,Action,18,96,0.0,Code Momentum,10801,2015
4124,5.1,Drama,33,95,0.0,Air,10532,2015
4125,6.4,Drama,26,120,67.79,War Room,10448,2015
4126,2.8,Comedy,5,102,0.0,The Human Centipede III (Final Sequence),10398,2015
4127,4.2,Horror,30,91,0.0,Area 51,10310,2015
4128,7.2,Crime,76,115,0.25,Dheepan,10295,2015
4129,7.4,Comedy,91,82,0.32,Taxi Téhéran,10134,2015
4130,7.0,Documentary,75,90,1.3,The Wolfpack,9782,2015
4131,7.0,Biography,73,108,0.19,El Clan,9412,2015
4132,5.0,Drama,23,95,0.0,Return to Sender,9325,2015
4133,7.8,Comedy,82,112,0.38,Une seconde mère,9286,2015
4134,8.4,Documentary,79,102,0.0,Winter on Fire: Ukraine's Fight for Freedom,9226,2015
4135,6.6,Drama,70,109,0.16,Back Home,9131,2015
4136,6.5,Biography,50,103,0.53,Free Love,9111,2015
4137,6.7,Documentary,62,99,0.02,My Scientology Movie,9072,2015
4138,5.9,Drama,43,90,0.0,Backtrack: Les Revenants,9058,2015
4139,6.5,Horror,72,79,0.0,The Devil's Candy,8981,2015
4140,7.3,Drama,50,114,3.61,Spare Parts,8960,2015
4141,5.9,Drama,23,110,0.02,Nos souvenirs,8953,2015
4142,5.7,Drama,39,90,0.0,Intruders,8704,2015
4143,5.5,Comedy,64,92,0.0,Tales of Halloween,8659,2015
4144,7.6,Documentary,75,101,0.0,"What Happened, Miss Simone?",8587,2015
4145,7.7,Documentary,77,90,2.33,Meru,8456,2015
4146,5.6,Drama,53,79,0.0,6 ans,8430,2015
4147,8.0,Action,65,108,363.07,Deadpool,687103,2016
4148,6.6,Action,44,151,330.36,Batman v Superman: L'aube de la justice,513628,2016
4149,7.9,Action,75,147,408.08,Captain America: Civil War,458516,2016
4150,6.1,Action,40,123,325.1,Suicide Squad,454131,2016
4151,8.0,Drama,81,116,100.55,Premier contact,415287,2016
4152,7.8,Action,65,133,532.18,Rogue One: A Star Wars story,389648,2016
4153,7.5,Action,72,115,232.64,Doctor Strange,370876,2016
4154,8.1,Comedy,93,128,151.1,La La Land,331548,2016
4155,8.0,Animation,78,108,341.27,Zootopie,326675,2016
4156,7.0,Action,52,144,155.44,X-Men: Apocalypse,304569,2016
4157,8.2,Biography,71,139,67.21,Tu ne tueras point,283804,2016
4158,7.4,Adventure,66,133,234.04,Les animaux fantastiques,283487,2016
4159,7.0,Drama,41,116,100.01,Passengers,252913,2016
4160,7.3,Horror,62,117,138.14,Split,235332,2016
4161,7.2,Drama,76,104,71.9,10 Cloverfield Lane,216522,2016
4162,7.5,Adventure,77,106,364.0,Le Livre de la jungle,214951,2016
4163,6.9,Action,32,123,47.37,Warcraft: Le commencement,201777,2016
4164,7.4,Comedy,70,116,36.26,The Nice Guys,201428,2016
4165,7.4,Action,51,128,86.2,Mr Wolff,198951,2016
4166,7.1,Action,68,122,158.85,Star Trek: Sans limites,185271,2016
4167,7.4,Animation,77,97,486.3,Le monde de Dory,179706,2016
4168,6.5,Action,46,129,65.08,Insaisissables 2,178540,2016
4169,7.5,Drama,99,111,27.85,Moonlight,172411,2016
4170,7.9,Drama,96,137,47.7,Manchester by the Sea,170448,2016
4171,7.6,Animation,81,107,248.76,"Vaiana, la légende du bout du monde",169963,2016
4172,6.6,Action,58,123,162.43,Jason Bourne,168258,2016
4173,7.5,Biography,74,96,125.07,Sully,165651,2016
4174,7.5,Crime,67,116,10.64,Nocturnal Animals,163056,2016
4175,5.3,Action,60,116,128.34,SOS Fantômes,161212,2016
4176,6.0,Drama,49,133,0.0,La promesse,158437,2016
4177,7.4,Horror,65,134,102.47,Conjuring 2: Le cas Enfield,157490,2016
4178,7.1,Crime,71,88,89.21,Don't Breathe - la maison des ténèbres,147422,2016
4179,6.9,Action,54,132,93.38,Les sept mercenaires,144510,2016
4180,8.1,Biography,69,118,51.69,Lion,143929,2016
4181,5.8,Action,36,115,54.65,Assassin's Creed,142736,2016
4182,7.6,Crime,88,102,26.86,Comancheria,140268,2016
4183,5.3,Action,32,120,103.14,Independence Day: Resurgence,140137,2016
4184,6.6,Animation,61,87,368.38,Comme des bêtes,138184,2016
4185,6.2,Animation,66,89,97.66,Sausage Party: La vie privée des aliments,137655,2016
4186,7.4,Drama,51,106,56.25,Avant toi,134335,2016
4187,6.3,Action,44,110,126.64,Tarzan,132227,2016
4188,7.8,Biography,74,127,169.39,Les figures de l'ombre,131480,2016
4189,7.1,Comedy,57,114,43.02,War Dogs,128881,2016
4190,7.9,Comedy,72,118,5.88,Captain Fantastic,128266,2016
4191,6.5,Crime,48,112,75.4,La fille du train,122802,2016
4192,6.7,Adventure,57,127,87.24,Miss Peregrine et les enfants particuliers,121494,2016
4193,6.2,Action,42,121,34.34,Inferno,116209,2016
4194,7.2,Action,68,107,61.28,Deepwater,110798,2016
4195,6.3,Action,52,107,127.44,Agents presque secrets,110201,2016
4196,5.9,Action,28,99,62.52,La chute de Londres,108976,2016
4197,7.1,Action,60,124,40.07,Alliés,101783,2016
4198,7.1,Animation,66,95,143.53,Kung Fu Panda 3,97967,2016
4199,7.3,Biography,58,134,21.59,Snowden,97329,2016
4200,6.3,Comedy,72,106,30.08,"Ave, César!",97080,2016
4201,6.1,Action,47,118,58.4,Jack Reacher: Never Go Back,96532,2016
4202,6.3,Drama,59,86,55.12,Instinct de survie,89747,2016
4203,6.0,Action,42,103,45.16,La Grande Muraille,89485,2016
4204,7.1,Animation,59,108,270.33,Tous en scène,89116,2016
4205,7.8,Animation,84,101,48.02,Kubo et l'armure magique,86318,2016
4206,5.7,Comedy,58,92,55.29,Nos pires voisins 2,86128,2016
4207,7.3,Action,48,144,52.85,13 Hours,85950,2016
4208,6.0,Comedy,21,102,35.54,Dirty Papy,85553,2016
4209,6.6,Adventure,58,96,38.56,Nerve,84832,2016
4210,6.3,Horror,58,81,67.24,Dans le noir,84178,2016
4211,6.2,Comedy,60,100,113.26,Bad Moms,82353,2016
4212,5.4,Action,25,127,31.15,Gods of Egypt,80648,2016
4213,5.7,Action,33,120,66.18,Divergente 3: Au-delà du mur,79298,2016
4214,7.5,Action,72,118,2.13,Dernier train pour Busan,79105,2016
4215,5.2,Action,33,112,34.91,La 5ème vague,78810,2016
4216,6.5,Crime,55,98,41.01,Money Monster,74801,2016
4217,6.1,Action,35,114,47.95,Le chasseur et la reine des glaces,73914,2016
4218,7.0,Adventure,64,97,4.21,Swiss Army Man,73569,2016
4219,6.2,Comedy,39,111,60.27,The Boyfriend: Pourquoi lui?,72068,2016
4220,7.2,Biography,66,115,12.79,Le fondateur,70174,2016
4221,6.2,Action,44,83,6.86,Grimsby - Agent trop spécial,69313,2016
4222,7.2,Drama,79,139,57.64,Fences,67536,2016
4223,8.5,Animation,79,106,5.02,Your Name,67247,2016
4224,7.2,Adventure,79,161,7.08,Silence,67167,2016
4225,6.0,Action,40,112,82.05,Ninja Turtles 2,66919,2016
4226,7.9,Adventure,81,101,5.2,Hunt for the Wilderpeople,65940,2016
4227,6.2,Adventure,34,113,77.04,Alice de l'autre côté du miroir,65597,2016
4228,6.1,Comedy,51,110,46.81,"Célibataire, mode d'emploi",65050,2016
4229,7.4,Comedy,77,104,14.26,The Edge of Seventeen,64593,2016
4230,6.0,Adventure,51,98,46.01,Hors contrôle,63640,2016
4231,6.0,Action,55,108,79.0,American Nightmare 3: Élections,62692,2016
4232,7.4,Biography,54,106,15.79,Eddie the Eagle,62610,2016
4233,8.0,Comedy,79,106,3.23,Sing Street,62076,2016
4234,6.8,Drama,23,97,30.98,Beauté cachée,62004,2016
4235,5.6,Action,49,107,26.83,Resident Evil: Chapitre final,62002,2016
4236,6.3,Animation,43,97,107.51,Angry Birds: Le film,61123,2016
4237,6.7,Drama,76,112,3.71,Midnight Special,60130,2016
4238,6.2,Horror,51,118,1.33,The Neon Demon,59491,2016
4239,6.4,Adventure,66,117,55.48,Le bon gros géant,58532,2016
4240,6.0,Horror,42,97,35.79,The Boy,57541,2016
4241,6.6,Horror,67,81,0.0,Pas un bruit,56815,2016
4242,7.4,Crime,69,133,31.89,Traque à Boston,56542,2016
4243,5.7,Action,38,98,21.2,Mechanic: Résurrection,56041,2016
4244,7.5,Drama,76,108,3.73,Quelques minutes après minuit,54938,2016
4245,6.7,Biography,81,100,13.96,Jackie,54260,2016
4246,6.8,Horror,65,86,0.0,The Jane Doe Identity,53531,2016
4247,6.3,Action,52,115,12.63,Triple 9,52929,2016
4248,6.6,Comedy,64,96,11.1,Café Society,52929,2016
4249,5.8,Action,23,91,30.35,Underworld: Blood Wars,52859,2016
4250,4.7,Comedy,34,101,28.85,Zoolander 2,52660,2016
4251,7.0,Biography,66,127,15.43,Infiltrator,52582,2016
4252,6.5,Animation,56,92,153.71,Les Trolls,52424,2016
4253,6.4,Drama,47,146,8.11,A Cure for Life,51067,2016
4254,6.6,Comedy,59,118,24.25,Bridget Jones Baby,50305,2016
4255,8.1,Crime,84,144,2.01,Mademoiselle,49693,2016
4256,6.8,Action,58,117,27.55,The Finest Hours,49150,2016
4257,6.6,Adventure,78,141,8.57,The Lost City of Z,46185,2016
4258,6.4,Action,66,88,0.0,Blood Father,45585,2016
4259,7.2,Crime,89,130,0.0,Elle,44328,2016
4260,6.3,Action,36,113,14.27,Criminal: Un espion dans la tête,44034,2016
4261,5.8,Comedy,42,105,54.73,Joyeux bordel!,43318,2016
4262,6.8,Animation,56,87,72.68,Cigognes et compagnie,42839,2016
4263,6.7,Action,71,102,76.2,Peter et Elliott le dragon,42577,2016
4264,5.9,Action,34,105,14.9,Les espions d'à côté,42484,2016
4265,5.9,Action,32,102,90.84,Mise à l'épreuve 2,41670,2016
4266,7.0,Comedy,83,117,3.37,Everybody Wants Some!!,41558,2016
4267,7.4,Comedy,90,118,2.14,Paterson,40337,2016
4268,6.6,Biography,57,112,23.05,Whiskey Tango Foxtrot,40241,2016
4269,5.7,Animation,34,94,64.06,L'âge de glace: Les lois de l'univers,40045,2016
4270,5.8,Action,45,108,10.91,Orgueil et préjugés et zombies,38766,2016
4271,6.4,Action,49,129,10.38,Live by Night,38006,2016
4272,6.1,Horror,65,99,34.9,Ouija: les origines,37811,2016
4273,7.3,Comedy,55,97,0.0,The Fundamentals of Caring,37603,2016
4274,6.7,Adventure,49,120,7.22,Gold,37354,2016
4275,6.9,Biography,71,111,27.37,Florence Foster Jenkins,37237,2016
4276,6.7,Comedy,68,87,9.39,Popstar: Célèbre à tout prix,36991,2016
4277,5.8,Action,47,95,17.36,Les cerveaux,36608,2016
4278,6.9,Action,53,139,20.76,Free State of Jones,36229,2016
4279,6.3,Action,63,100,20.57,Keanu,35579,2016
4280,6.7,Drama,67,111,0.0,The Last Girl - Celle qui a tous les dons,35416,2016
4281,6.2,Action,70,109,3.02,Colossal,34997,2016
4282,7.2,Drama,60,133,12.55,Une vie entre deux océans,34858,2016
4283,7.9,Drama,78,100,0.26,"Moi, Daniel Blake",33743,2016
4284,5.7,Action,38,123,26.38,Ben-Hur,33108,2016
4285,7.5,Drama,64,132,3.44,Miss Sloane,32541,2016
4286,5.4,Comedy,40,99,63.03,The Boss,32423,2016
4287,6.5,Crime,68,109,0.0,Imperium,32040,2016
4288,4.8,Horror,34,93,26.58,La Forêt,31563,2016
4289,5.0,Horror,47,89,20.78,Blair Witch,31258,2016
4290,7.5,Comedy,93,162,1.48,Toni Erdmann,30915,2016
4291,7.2,Biography,59,120,2.96,Anthropoid,30739,2016
4292,7.9,Drama,85,124,3.4,Le client,30623,2016
4293,6.1,Comedy,58,98,4.2,A Hologram for the King,30391,2016
4294,7.0,Drama,81,99,0.51,Grave,29402,2016
4295,5.8,Action,48,92,3.91,Morgane,28858,2016
4296,5.7,Action,22,108,0.0,The Do-Over,27429,2016
4297,7.1,Biography,56,134,19.1,La couleur de la victoire,26706,2016
4298,6.1,Action,44,89,10.16,The Belko Experiment,26503,2016
4299,6.5,Action,63,91,1.8,Free Fire,25890,2016
4300,7.0,Adventure,79,163,0.66,American Honey,24723,2016
4301,6.3,Action,48,92,0.04,Bastille Day,24624,2016
4302,6.6,Drama,26,111,18.71,The Choice,24077,2016
4303,7.5,Fantasy,81,156,0.79,The Strangers,23894,2016
4304,5.6,Comedy,18,118,32.46,Joyeuse Fête des Mères,23404,2016
4305,7.4,Comedy,83,119,5.66,20th Century Women,23108,2016
4306,7.0,Biography,79,123,7.7,Loving,22691,2016
4307,6.0,Comedy,37,94,59.57,Mariage à la grecque 2,22634,2016
4308,7.1,Horror,45,148,0.0,Brimstone,20964,2016
4309,7.1,Drama,73,99,1.49,Julieta,20181,2016
4310,6.2,Drama,77,105,1.31,Personal Shopper,19699,2016
4311,5.8,Comedy,26,94,9.09,Meet the Blacks,19599,2016
4312,6.3,Action,51,107,36.87,La Résurrection du Christ,19570,2016
4313,7.7,Comedy,37,104,0.69,Mr. Church,18993,2016
4314,8.3,Documentary,63,96,0.0,Avant le déluge,18755,2016
4315,4.3,Action,38,98,0.0,Cell Phone,18713,2016
4316,6.5,Comedy,87,90,14.01,Love & Friendship,18408,2016
4317,7.4,Biography,54,103,0.04,A Street Cat Named Bob,18153,2016
4318,5.8,Horror,62,90,0.15,The Void,17833,2016
4319,7.6,Animation,86,80,0.92,La tortue rouge,17263,2016
4320,5.3,Comedy,31,83,0.0,Get a Job,17103,2016
4321,6.8,Biography,62,117,4.85,K.O. - Bleed for This,16806,2016
4322,5.4,Horror,31,92,3.76,Friend Request,16209,2016
4323,6.9,Animation,35,110,0.23,Kingsglaive: Final Fantasy XV,16128,2016
4324,5.8,Drama,40,158,4.24,Ae Dil Hai Mushkil,15863,2016
4325,6.3,Biography,69,120,15.86,The Birth of a Nation,15793,2016
4326,6.3,Drama,53,113,1.72,Un jour dans la vie de Billy Lynn,15702,2016
4327,5.6,Comedy,38,92,17.78,Bad Santa 2,15397,2016
4328,8.2,Documentary,90,100,0.0,13th,15241,2016
4329,5.3,Comedy,11,87,19.64,Ma vie de chat,15144,2016
4330,6.2,Crime,46,93,0.0,The Whole Truth,14752,2016
4331,3.5,Comedy,28,92,11.68,Cinquante nuances de Black,14506,2016
4332,6.2,Crime,57,108,3.15,Un traître idéal,14404,2016
4333,5.7,Action,50,107,0.0,La filature,14192,2016
4334,4.6,Action,22,92,3.77,Max Steel,14173,2016
4335,6.9,Drama,48,97,0.0,Juste la fin du monde,14138,2016
4336,5.3,Horror,41,96,2.99,The Door,14048,2016
4337,7.0,Horror,84,84,0.03,Under the Shadow,13958,2016
4338,7.0,Biography,44,109,61.69,Les Miracles du ciel,13931,2016
4339,5.4,Crime,58,92,0.0,Le Casse,13915,2016
4340,5.9,Action,37,98,0.0,Les Mémoires d'un assassin international,13873,2016
4341,6.1,Action,47,96,0.0,"Crouching Tiger, Hidden Dragon: Sword of Destiny",13804,2016
4342,5.8,Comedy,36,101,0.0,Special Correspondents,13724,2016
4343,7.6,Drama,88,146,0.29,Aquarius,13096,2016
4344,6.7,Action,67,120,1.91,Shin Gojira,12904,2016
4345,6.5,Biography,56,104,1.36,Genius,12894,2016
4346,6.8,Comedy,83,92,4.42,Place à l'impro,12822,2016
4347,5.9,Action,50,98,0.0,War on Everyone,12608,2016
4348,5.0,Horror,35,102,0.78,31,12555,2016
4349,5.3,Drama,61,118,0.18,The Bad Batch,12433,2016
4350,6.3,Comedy,54,96,0.0,David Brent: Life on the Road,12309,2016
4351,5.5,Action,42,107,0.0,Marauders,12306,2016
4352,7.0,Documentary,78,92,0.0,Amanda Knox,12276,2016
4353,6.6,Biography,63,109,4.07,Le procès du siècle,11893,2016
4354,6.8,Comedy,63,111,0.0,Tallulah,11770,2016
4355,5.3,Drama,24,106,0.0,Manipulations,11380,2016
4356,5.9,Comedy,67,111,54.03,Barbershop: The Next Cut,11133,2016
4357,5.7,Horror,48,94,0.01,Pet,11101,2016
4358,8.2,Animation,78,130,0.0,Koe no katachi,11050,2016
4359,5.4,Crime,27,95,0.0,I.T.,10988,2016
4360,6.8,Animation,48,89,24.48,Ballerina,10846,2016
4361,6.3,Crime,32,98,0.0,The Good Neighbor,10734,2016
4362,6.6,Action,54,111,4.71,Hands of Stone,10625,2016
4363,5.4,Drama,69,91,0.0,The Monster,10482,2016
4364,6.6,Horror,67,89,0.02,Better Watch Out,10392,2016
4365,5.7,Action,33,99,2.28,No Way Out,10363,2016
4366,6.4,Comedy,59,86,1.03,Elvis & Nixon,10352,2016
4367,5.7,Action,41,104,33.37,Monster Cars,10342,2016
4368,7.3,Biography,39,107,0.03,Pelé: Naissance d'une Légende,10231,2016
4369,7.8,Animation,85,66,0.29,Ma vie de Courgette,10221,2016
4370,6.8,Comedy,76,117,3.6,Their Finest,10185,2016
4371,4.4,Horror,27,92,10.73,The Darkness,10021,2016
4372,6.0,Action,64,104,0.05,In a Valley of Violence,9946,2016
4373,6.1,Crime,43,108,0.54,American Pastoral,9927,2016
4374,6.2,Drama,54,104,0.0,I Am Not a Serial Killer,9810,2016
4375,7.4,Biography,73,124,8.81,Queen of Katwe,9782,2016
4376,7.6,Documentary,76,92,0.61,Tickled,9779,2016
4377,5.9,Thriller,40,106,0.0,Mine,9726,2016
4378,4.3,Crime,23,102,0.0,Suspicions,9697,2016
4379,6.3,Mystery,41,108,0.0,La 9ème vie de Louis Drax,9551,2016
4380,7.7,Documentary,95,93,7.12,I Am Not Your Negro,9435,2016
4381,5.4,Comedy,59,91,4.75,Absolutely Fabulous: Le Film,9432,2016
4382,6.8,Drama,78,110,3.4,Indignation,8973,2016
4383,6.9,Drama,76,89,1.13,The Young Lady,8865,2016
4384,7.1,Documentary,76,98,0.59,"Lo and Behold, Reveries of the Connected World",8749,2016
4385,5.9,Action,39,155,1.25,Mohenjo Daro,8553,2016
4386,6.8,Biography,65,111,3.9,A United Kingdom,8509,2016
4387,6.2,Crime,44,113,0.0,Manhattan Nocturne,8464,2016
4388,4.3,Comedy,23,88,0.0,Yoga Hosers,8442,2016
4389,6.4,Drama,62,106,0.26,Wakefield,8417,2016
4390,4.3,Drama,22,120,20.77,God's Not Dead 2,8415,2016
4391,5.5,Adventure,47,91,0.0,Fallen,8335,2016
4392,5.2,Horror,30,91,4.79,Incarnate,8268,2016
4393,7.0,Biography,72,119,0.3,Christine,8261,2016
4394,4.7,Drama,25,91,6.88,Oppression,8147,2016
4395,7.6,Documentary,84,96,1.61,Weiner,7980,2016
4396,7.0,Drama,88,102,0.28,L'avenir,7962,2016
4397,8.2,Action,77,137,226.28,Logan,420215,2017
4398,7.6,Action,76,141,412.56,Wonder Woman,346166,2017
4399,7.8,Action,67,136,389.81,Les Gardiens de la Galaxie Vol.2,310416,2017
4400,8.2,Action,94,106,188.37,Dunkerque,281939,2017
4401,7.6,Action,73,133,334.2,Spider-Man: Homecoming,252420,2017
4402,7.7,Action,86,112,107.83,Baby Driver,231734,2017
4403,7.7,Horror,84,104,175.48,Get Out,212891,2017
